status_id,"Translated(src=en, dest=en, text=status_message, pronunciation=status_message)",link_name
1632026600406302_1734151823527112,"Translated(src=en, dest=en, text=Dear All - one of the great local charity's I'm Patron of is the fundraising committee of Eastbourne Cancer Research UK. We've a big Relay Event in June which I've publicised a few times on my Facebook page. Meanwhile they're running an event this coming Saturday in Old Town - see details below. 

Do pop in if you can. A good cause and I know the volunteers will make you very welcome. Cakes pretty good too......., pronunciation=Dear All - one of the great local charity's I'm Patron of is the fundraising committee of Eastbourne Cancer Research UK. We've a big Relay Event in June which I've publicised a few times on my Facebook page. Meanwhile they're running an event this coming Saturday in Old Town - see details below. 

Do pop in if you can. A good cause and I know the volunteers will make you very welcome. Cakes pretty good too.......)",Timeline Photos
1632026600406302_1734001593542135,"Translated(src=en, dest=en, text=Dear All - I saw this story on the Eastbourne Independent online. It's a desperately sad situation for the young family concerned who live in Eastbourne, so I do hope the Home Office can be flexible. Where there's a will there's a way!

Take a look below:, pronunciation=Dear All - I saw this story on the Eastbourne Independent online. It's a desperately sad situation for the young family concerned who live in Eastbourne, so I do hope the Home Office can be flexible. Where there's a will there's a way!

Take a look below:)",Mother told she must return to US - while husband and daughter can stay in Eastbourne
1632026600406302_1733121520296809,"Translated(src=en, dest=en, text=OFF-SHORE TAX HAVENS

I've been following the coverage of the leak from the Panamanian law firm - Mossack Foneca - about the secret off-shore funds that have been stashed away, with great interest. 

I'm absolutely delighted the media searchlight is all over such a murky area, and that some very notable people are going to be put in a highly embarrassing position. 

Excellent!! Irrefutable proof there is a God after all.

I've never had a problem with folk being hugely aspirational and making a ton of money from their efforts - good luck to them has always been my motto.

It's the ghastly sort we are hearing about at the minute with the leak of secret documents who are simply beyond the pale. Why can't they just pay their fair share of taxes like everyone else?

Its how the whole system holds together you corrupt, venal numpty's...., pronunciation=OFF-SHORE TAX HAVENS

I've been following the coverage of the leak from the Panamanian law firm - Mossack Foneca - about the secret off-shore funds that have been stashed away, with great interest. 

I'm absolutely delighted the media searchlight is all over such a murky area, and that some very notable people are going to be put in a highly embarrassing position. 

Excellent!! Irrefutable proof there is a God after all.

I've never had a problem with folk being hugely aspirational and making a ton of money from their efforts - good luck to them has always been my motto.

It's the ghastly sort we are hearing about at the minute with the leak of secret documents who are simply beyond the pale. Why can't they just pay their fair share of taxes like everyone else?

Its how the whole system holds together you corrupt, venal numpty's....)",
1632026600406302_1729886237287004,"Translated(src=en, dest=en, text=Dear All - my take on the new leadership appointments at our DGH. 

All change at the DGH:
 
After a long leadership hiatus with the NHS trust (ESHT), which runs our district general hospital, we finally have in place a new Chairman, David Clayton-Smith and Chief Executive, Dr Adrian Bull. Both men have impressive CV’s.
 
Dr Bull lives locally and was in the past Medical Director for Eastbourne and County NHS Trust, which subsequently became ESHT, so he should be more aware of the challenges our hospital faces, including our dreadful transport links with Hastings.
 
I’m one of nature’s natural optimists, so am hoping the new top team will make a genuinely positive difference to all of us, as prospective patients of the DGH (and of the community health services), as well as the long-suffering staff who went through the mill under the leadership of Darren Grayson and Stuart Welling. I still remember the regular letters from Welling accusing me of scare-mongering when, as the MP, I would go public with stories of shocking staff bullying which the CQC Report subsequently found to be true. 
 
So where are we at? I am convinced the various strategic bodies who oversee Hospital Trusts such as the TDA (Trust Development Authority) and particularly the Department of Health simply do not understand the unique difficulties presented to residents because of our shocking local road network, and the even worse public transport links, between Eastbourne and the Conquest Hospital in Hastings. If they did, they might not have disregarded the problems we've been flagging to them for the last ten years!
 
The SavetheDGH campaign team continue to meet regularly under the tremendous leadership of Liz Walke and I’ve remained an active member of the team. Having been involved for almost a decade, it made sense to stay involved, not least as living in Eastbourne I’ve a vested interest in trying to make our hospital work. We had a productive meeting with the new Improvement Director a few weeks ago, which bodes well for the future, and we’ll be meeting the new CEO and Chairman soon.
 
If I could give just three bits of advice to the new senior hospital managers they would be:
First - listen to local people and your staff. We really do know what works in Eastbourne and what doesn’t. 
 
Secondly - work ‘with’ the SavetheDGH team and not against: We are a cross party group with support from across the whole town. We also have experienced medical advisers on our committee so we only ask for what we believe are the right things clinically. 
 
And finally - bring back core services to the DGH or find ways to enhance services locally:
The shocking road between the two hospitals along with the lamentable public transport cannot be magically fixed, so allowing long and sometimes frightening trips for over a thousand expectant Eastbourne mums (and their families) every year to the Conquest simply cannot be allowed to continue. 
 
Adrian & David, I wish you all the best in your new posts and I look forward to helping you give Eastbourne and the surrounding area the hospital it deserves., pronunciation=Dear All - my take on the new leadership appointments at our DGH. 

All change at the DGH:
 
After a long leadership hiatus with the NHS trust (ESHT), which runs our district general hospital, we finally have in place a new Chairman, David Clayton-Smith and Chief Executive, Dr Adrian Bull. Both men have impressive CV’s.
 
Dr Bull lives locally and was in the past Medical Director for Eastbourne and County NHS Trust, which subsequently became ESHT, so he should be more aware of the challenges our hospital faces, including our dreadful transport links with Hastings.
 
I’m one of nature’s natural optimists, so am hoping the new top team will make a genuinely positive difference to all of us, as prospective patients of the DGH (and of the community health services), as well as the long-suffering staff who went through the mill under the leadership of Darren Grayson and Stuart Welling. I still remember the regular letters from Welling accusing me of scare-mongering when, as the MP, I would go public with stories of shocking staff bullying which the CQC Report subsequently found to be true. 
 
So where are we at? I am convinced the various strategic bodies who oversee Hospital Trusts such as the TDA (Trust Development Authority) and particularly the Department of Health simply do not understand the unique difficulties presented to residents because of our shocking local road network, and the even worse public transport links, between Eastbourne and the Conquest Hospital in Hastings. If they did, they might not have disregarded the problems we've been flagging to them for the last ten years!
 
The SavetheDGH campaign team continue to meet regularly under the tremendous leadership of Liz Walke and I’ve remained an active member of the team. Having been involved for almost a decade, it made sense to stay involved, not least as living in Eastbourne I’ve a vested interest in trying to make our hospital work. We had a productive meeting with the new Improvement Director a few weeks ago, which bodes well for the future, and we’ll be meeting the new CEO and Chairman soon.
 
If I could give just three bits of advice to the new senior hospital managers they would be:
First - listen to local people and your staff. We really do know what works in Eastbourne and what doesn’t. 
 
Secondly - work ‘with’ the SavetheDGH team and not against: We are a cross party group with support from across the whole town. We also have experienced medical advisers on our committee so we only ask for what we believe are the right things clinically. 
 
And finally - bring back core services to the DGH or find ways to enhance services locally:
The shocking road between the two hospitals along with the lamentable public transport cannot be magically fixed, so allowing long and sometimes frightening trips for over a thousand expectant Eastbourne mums (and their families) every year to the Conquest simply cannot be allowed to continue. 
 
Adrian & David, I wish you all the best in your new posts and I look forward to helping you give Eastbourne and the surrounding area the hospital it deserves.)",Timeline Photos
1632026600406302_1729410644001230,"Translated(src=en, dest=en, text=The tragedy in Lahore reminds us of how those who wish to divide are indiscriminate in their barbarity. Innocent Muslims killed amongst the innocent Christian Pakistani's.

We must stick together, across nations, to defeat these terrorists and their brutal creed. 

My thoughts and prayers go to all the victims of Lahore and their families., pronunciation=The tragedy in Lahore reminds us of how those who wish to divide are indiscriminate in their barbarity. Innocent Muslims killed amongst the innocent Christian Pakistani's.

We must stick together, across nations, to defeat these terrorists and their brutal creed. 

My thoughts and prayers go to all the victims of Lahore and their families.)",
1632026600406302_1727824884159806,"Translated(src=en, dest=en, text=Opened the wonderful Steampunk event this morning at the Winter Gardens. There are loads of fantastic stalls with the most brilliant range of stuff. 

I bought the hat below. You've got to admit folks - that's some hat.

Do get down there before it closes @ 4pm. 

Well worth a visit I can promise you., pronunciation=Opened the wonderful Steampunk event this morning at the Winter Gardens. There are loads of fantastic stalls with the most brilliant range of stuff. 

I bought the hat below. You've got to admit folks - that's some hat.

Do get down there before it closes @ 4pm. 

Well worth a visit I can promise you.)",Photos from Stephen Lloyd MP's post
1632026600406302_1727121164230178,"Translated(src=en, dest=en, text=Hi All - I'm delighted to see there's loads going on in Eastbourne this Easter weekend for all the family. And one of the initiatives that has really taken root in our town over the last few years has been the concept of 'Steampunk' where members dress in the most fantastic, outlandish costumes - broadly speaking - from the Victorian era.

I got to know a lot of the adherents when I was your MP and supported the whole movement from the beginning. It's fun, looks brilliant, is suitable for all ages, brings new footfall to Eastbourne - which remains my priority - and they constantly raise money for local good causes. 

Tomorrow - Saturday - 25th March, they're running an all-day event at the Winter Gardens. See the poster below.

It's free to attend, they'll be loads of excellent stalls selling all kinds of interesting stuff - including some brilliant cakes!! - and I know the welcoming atmosphere will be just great.

I've the privilege of opening it from 10am with my lovely friend Yvette, the doyenne of local steampunk, and will be wearing my very own new, kinda steampunkish (loosely!) jacket, handmade for me by my hugely talented sister-in-law Michelle Wynn-Jones. Thx Mich. 

It's really more for me to wear as Patron of Eastbourne's Bonfire Soc but as so many of the guys overlap, there both great examples of our fine local community spirit - AND - it's steampunk; what the hell. I'll wear the jacket!!

Anyway - do pop along folks, it's all great zany fun, which is the whole point of Eastbourne's amazing Steampunk gang. 

Be there or be square.......

Happy Easter to one and all., pronunciation=Hi All - I'm delighted to see there's loads going on in Eastbourne this Easter weekend for all the family. And one of the initiatives that has really taken root in our town over the last few years has been the concept of 'Steampunk' where members dress in the most fantastic, outlandish costumes - broadly speaking - from the Victorian era.

I got to know a lot of the adherents when I was your MP and supported the whole movement from the beginning. It's fun, looks brilliant, is suitable for all ages, brings new footfall to Eastbourne - which remains my priority - and they constantly raise money for local good causes. 

Tomorrow - Saturday - 25th March, they're running an all-day event at the Winter Gardens. See the poster below.

It's free to attend, they'll be loads of excellent stalls selling all kinds of interesting stuff - including some brilliant cakes!! - and I know the welcoming atmosphere will be just great.

I've the privilege of opening it from 10am with my lovely friend Yvette, the doyenne of local steampunk, and will be wearing my very own new, kinda steampunkish (loosely!) jacket, handmade for me by my hugely talented sister-in-law Michelle Wynn-Jones. Thx Mich. 

It's really more for me to wear as Patron of Eastbourne's Bonfire Soc but as so many of the guys overlap, there both great examples of our fine local community spirit - AND - it's steampunk; what the hell. I'll wear the jacket!!

Anyway - do pop along folks, it's all great zany fun, which is the whole point of Eastbourne's amazing Steampunk gang. 

Be there or be square.......

Happy Easter to one and all.)",Timeline Photos
1632026600406302_1725611507714477,"Translated(src=en, dest=en, text=I saw on the news tonight an interview with two Brussels residents. One was a young woman and the other a late middle aged man. Both were very deliberately out on the street to show solidarity with those who had been so brutally murdered.  

Both were emphatic that at times like this we must come together otherwise the terrorists, whatever their stripe, win.

Both were profoundly impressive. 

Like everyone else I feel a deep sense of gloom and anger at the sheer wickedness of the perpetrators. 

And yes we must all be vigilant as we face the dreadful threat of ISIS and its barbarism - but I am convinced - like our Belgium neighbours, that we beat them by 'not' allowing their utterly transparent efforts to divide us, to succeed., pronunciation=I saw on the news tonight an interview with two Brussels residents. One was a young woman and the other a late middle aged man. Both were very deliberately out on the street to show solidarity with those who had been so brutally murdered.  

Both were emphatic that at times like this we must come together otherwise the terrorists, whatever their stripe, win.

Both were profoundly impressive. 

Like everyone else I feel a deep sense of gloom and anger at the sheer wickedness of the perpetrators. 

And yes we must all be vigilant as we face the dreadful threat of ISIS and its barbarism - but I am convinced - like our Belgium neighbours, that we beat them by 'not' allowing their utterly transparent efforts to divide us, to succeed.)",
1632026600406302_1724904117785216,"Translated(src=en, dest=en, text=Tory Circular Firing Squad!

The last few days have been absolutely astonishing post Iain Duncan Smiths resignation. One of his former ministers saying he was impossible to work with, another saying he was wonderful, George Osborne's reputation now looking utterly shredded and Tory MP's apparently briefing all and sundry that there will definitely be a concerted leadership bid against Cameron within days of the referendum - whichever side wins!!

Phew. Whoever said a week is a long time in politics wasn't kidding. How about 48hrs?

All I'd flag is now the PIP shenanigans have rightly been kicked into the long grass can we get shot of the deplorable cut which I think started all this off in the first place - the slashing of ESA benefit by almost 30% from next year - for those disabled people who are trying to find work. 

It was a stupid decision, cruel as well as dim as it will de-motivate those very disabled people who are trying to get a job. So c'mon Tories - do the right thing.....

Meanwhile - for some really good 'deliberate' comedy why not come and join me at the congress theatre this Wednesday? 

See pic below.

Our very own local, brilliant comedy-vent Steve Hewlett has his show on at the Congress Theatre. I know Steve well. He's a genuinely lovely guy and for those of you who haven't seen him I can promise he's really funny. 

The Show is also introducing to Eastbourne audiences a long time US friend of Steve's called Ronn Lucas. Steve tells me he is one of the top comedy-vents in the world, so I can't wait to see him as well.

I know the Tories circular firing squad has its comedic moments but at least this wed at the Congress with Steve & Ron - is meant to be funny........, pronunciation=Tory Circular Firing Squad!

The last few days have been absolutely astonishing post Iain Duncan Smiths resignation. One of his former ministers saying he was impossible to work with, another saying he was wonderful, George Osborne's reputation now looking utterly shredded and Tory MP's apparently briefing all and sundry that there will definitely be a concerted leadership bid against Cameron within days of the referendum - whichever side wins!!

Phew. Whoever said a week is a long time in politics wasn't kidding. How about 48hrs?

All I'd flag is now the PIP shenanigans have rightly been kicked into the long grass can we get shot of the deplorable cut which I think started all this off in the first place - the slashing of ESA benefit by almost 30% from next year - for those disabled people who are trying to find work. 

It was a stupid decision, cruel as well as dim as it will de-motivate those very disabled people who are trying to get a job. So c'mon Tories - do the right thing.....

Meanwhile - for some really good 'deliberate' comedy why not come and join me at the congress theatre this Wednesday? 

See pic below.

Our very own local, brilliant comedy-vent Steve Hewlett has his show on at the Congress Theatre. I know Steve well. He's a genuinely lovely guy and for those of you who haven't seen him I can promise he's really funny. 

The Show is also introducing to Eastbourne audiences a long time US friend of Steve's called Ronn Lucas. Steve tells me he is one of the top comedy-vents in the world, so I can't wait to see him as well.

I know the Tories circular firing squad has its comedic moments but at least this wed at the Congress with Steve & Ron - is meant to be funny........)",Timeline Photos
1632026600406302_1723722057903422,"Translated(src=en, dest=en, text=Well, well, well. Politics is a bumpy business!

Hopefully IDS's resignation will mean the Treasury will do a u-turn on these PIP cuts. It's certainly now turned very fluid. 

I don't believe for a moment though, that that's why he's resigned. Otherwise his shocking 30% cuts to benefits for disabled people trying to find work that we've all been battling on over the last week or so would never have seen the light of day - and they've his fingerprints all over them!! Lord Freud who pushed them through the Lords is very close to IDS. I remember him well!

His resignation is really all about IDS absolute determination Brexit wins the EU referendum , and he's decided a strong card to play is to stuff Osborne very publicly over the benefits issue.

Why? Because the Chancellor is very much a 'remain' in the EU referendum (as I am but that's another story)  so by IDS resigning ""on principle"" he hopes to cause maximum political damage to the Chancellor, and thereby undermine a key advocate of the Remain case. 

And for IDS - an added bonus is that in Westminster we've all known for years that he loathed, as he saw, being constantly patronised by Osborne who was, apparently, pretty open in expressing a view that he thought IDS was a 'bit thick'. So to try to demolish Osborne very publicly at this critical stage of the referendum would also be in his view I suspect - payback time!! 

Charming bunch, some of the Tories at the mo. They appear to loath each other almost as much as the majority of Lab MP's appear to loath Jeremy Corbyn.......

Meanwhile - in the 'real' world - lets now have a u-turn on the almost 30% cuts to disability benefits from next year for those disabled people trying to find work. Whatever the somewhat bonkers machinations taking  place in parliament at the minute, this is both a wicked and a stupid proposal. Cutting such a huge chunk from a disabled persons income whilst they are trying to find a job is incredibly de-motivating! 

So do the right thing now George, even if your house does appear to be collapsing around your shoulders.

Caption Comp: IDS looking happy because........, pronunciation=Well, well, well. Politics is a bumpy business!

Hopefully IDS's resignation will mean the Treasury will do a u-turn on these PIP cuts. It's certainly now turned very fluid. 

I don't believe for a moment though, that that's why he's resigned. Otherwise his shocking 30% cuts to benefits for disabled people trying to find work that we've all been battling on over the last week or so would never have seen the light of day - and they've his fingerprints all over them!! Lord Freud who pushed them through the Lords is very close to IDS. I remember him well!

His resignation is really all about IDS absolute determination Brexit wins the EU referendum , and he's decided a strong card to play is to stuff Osborne very publicly over the benefits issue.

Why? Because the Chancellor is very much a 'remain' in the EU referendum (as I am but that's another story)  so by IDS resigning ""on principle"" he hopes to cause maximum political damage to the Chancellor, and thereby undermine a key advocate of the Remain case. 

And for IDS - an added bonus is that in Westminster we've all known for years that he loathed, as he saw, being constantly patronised by Osborne who was, apparently, pretty open in expressing a view that he thought IDS was a 'bit thick'. So to try to demolish Osborne very publicly at this critical stage of the referendum would also be in his view I suspect - payback time!! 

Charming bunch, some of the Tories at the mo. They appear to loath each other almost as much as the majority of Lab MP's appear to loath Jeremy Corbyn.......

Meanwhile - in the 'real' world - lets now have a u-turn on the almost 30% cuts to disability benefits from next year for those disabled people trying to find work. Whatever the somewhat bonkers machinations taking  place in parliament at the minute, this is both a wicked and a stupid proposal. Cutting such a huge chunk from a disabled persons income whilst they are trying to find a job is incredibly de-motivating! 

So do the right thing now George, even if your house does appear to be collapsing around your shoulders.

Caption Comp: IDS looking happy because........)",Timeline Photos
1632026600406302_1723373847938243,"Translated(src=en, dest=en, text=Dear All - I've just seen on the news that the Tory MP Dr Sarah Wollaston has come out over the budget and said it was ""entirely wrong to be cutting benefits (for disabled people) at the same time as reducing tax for middle-earners"" 

Now I knew Sarah (pic below) when I was the MP and tho we were on different political sides I genuinely rated her for being straight, as well as being someone who had their own mind over issues and didn't simply follow the party line. In fact I voted for her to be the Chair of the Health Select Committee in 2014 as I felt she had the guts to stand up to the Conservative leadership if she felt they were wrong. 

I am glad my judgement then has proved to be correct! 

Hopefully enough other Tory MP's will now rebel to force Osborne into re-thinking his disgraceful plans announced in the budget to slash over a billion pounds from some disabled people's benefits.

Will our own MP Mrs Ansell join her colleague Dr Wollaston in doing the right thing I wonder?

She hasn't thus far but one can always hope........, pronunciation=Dear All - I've just seen on the news that the Tory MP Dr Sarah Wollaston has come out over the budget and said it was ""entirely wrong to be cutting benefits (for disabled people) at the same time as reducing tax for middle-earners"" 

Now I knew Sarah (pic below) when I was the MP and tho we were on different political sides I genuinely rated her for being straight, as well as being someone who had their own mind over issues and didn't simply follow the party line. In fact I voted for her to be the Chair of the Health Select Committee in 2014 as I felt she had the guts to stand up to the Conservative leadership if she felt they were wrong. 

I am glad my judgement then has proved to be correct! 

Hopefully enough other Tory MP's will now rebel to force Osborne into re-thinking his disgraceful plans announced in the budget to slash over a billion pounds from some disabled people's benefits.

Will our own MP Mrs Ansell join her colleague Dr Wollaston in doing the right thing I wonder?

She hasn't thus far but one can always hope........)",
1632026600406302_1722797407995887,"Translated(src=en, dest=en, text=I see the highly reputable and independent  IPPR have said the poorest 10% gain zero from budget income tax announcements whilst richest 10% gain £200.

Plus disabled people - via changes to PIP - will lose £1.3bn overall.

And that's not 'even' taking into account the recent shocking cut to work related ESA which will slash almost 30% of income from people with disabilities, trying to get a job.

This lot really are a shower......., pronunciation=I see the highly reputable and independent  IPPR have said the poorest 10% gain zero from budget income tax announcements whilst richest 10% gain £200.

Plus disabled people - via changes to PIP - will lose £1.3bn overall.

And that's not 'even' taking into account the recent shocking cut to work related ESA which will slash almost 30% of income from people with disabilities, trying to get a job.

This lot really are a shower.......)",
1632026600406302_1721960031412958,"Translated(src=en, dest=en, text=Dear All - at the Chamber business breakfast meeting this morning I had the pleasure of talking to a couple of Trustees from an excellent local community organisation called Embrace. Their remit is to support children and adults with special needs. 

Their fantastic Chair, Becky Whippy, also brought me up to speed with a fundraiser they're running this weekend - a St Patrick's Nights Party @ Langney Sports Club. Pls see the poster below. 

It looks great fun. I'd be there supporting but Cherine and I are away for the weekend!

And considering the pretty dreadful news so many good people have been dealing with recently over the gov's frankly disgraceful planned cut of almost 30% to ESA for disabled people trying to find work, I just wanted to share the events details with you all. 

Do try and go if you can. One it will be a great night I'm sure, two it will raise much needed funds for Embrace and three - it's all about 'people helping people' and folks - that's what so many of you do, week in week out across our lovely town. 

And no-one can take that away from Eastbourne - and certainly not George Osborne and his MP's who slavishly vote for whatever cuts he puts in front of them......, pronunciation=Dear All - at the Chamber business breakfast meeting this morning I had the pleasure of talking to a couple of Trustees from an excellent local community organisation called Embrace. Their remit is to support children and adults with special needs. 

Their fantastic Chair, Becky Whippy, also brought me up to speed with a fundraiser they're running this weekend - a St Patrick's Nights Party @ Langney Sports Club. Pls see the poster below. 

It looks great fun. I'd be there supporting but Cherine and I are away for the weekend!

And considering the pretty dreadful news so many good people have been dealing with recently over the gov's frankly disgraceful planned cut of almost 30% to ESA for disabled people trying to find work, I just wanted to share the events details with you all. 

Do try and go if you can. One it will be a great night I'm sure, two it will raise much needed funds for Embrace and three - it's all about 'people helping people' and folks - that's what so many of you do, week in week out across our lovely town. 

And no-one can take that away from Eastbourne - and certainly not George Osborne and his MP's who slavishly vote for whatever cuts he puts in front of them......)",Timeline Photos
1632026600406302_1720928004849494,"Translated(src=en, dest=en, text=SAVAGE CUT TO DISABILITY BENEFIT


Dear All

I've had sent to me a copy of Mrs Ansell's recent e-newsletter where she tries to defend her disgraceful vote to cut disabled people's income by almost a third. 

She says: ""I wanted to clarify some of the misinformation that has been circulating about a recent vote on disability benefit"" and then she goes onto repeat exactly the same government stance. 

What utter mealy-mouthed nonsense. 

Just to clarify the governments decision: From April next year  - all disabled people going onto Work Related ESA  WILL have almost a third of their weekly income cut.

Existing claimants will not be affected  - until, that is, they are reassessed!!!

ie: when their re-assessment comes up after April 2017 they will, as normal, put in a new claim for Work Related ESA but as a 'new' claimant will obviously be subject to the swingeing reduction in their income. That's the way the system works. Does Mrs Ansell think disabled people and their supporters in Eastbourne are so dim they don't know how the process pans out???

And this is supposed to 'encourage' disabled people to find work? I don't think so.

I also note the MP put in her latest e-newsletter why she voted against Sunday Trading. 

Now I knew the guy who led the backbench Tory opposition to the gov's attempts to extend Sunday Trading; its David Burrows MP. He has often emphasised his very deeply held Christian beliefs, which is why he is against extending Sunday trading (I am as well as it happens, but more because I think the supermarkets will just abuse their staff)

His strong Christian beliefs are shared by Mrs Ansell who writes about them and how much they mean to her as a politician. 

I respect that.

However, from a Christian perspective I'd just like to ask them both a hypothetical question: 'if Jesus were 'forced' to choose between slashing vulnerable, disabled people's income by almost 30% or to, regretfully, allow more shopping on a Sunday, which scenario do you think he'd believe was the lesser of two evils?

Which option - Caroline & David - do you think would cause less pain, less fear and hurt to your fellow human being?

Only asking......


So folks, If you agree with me (and many others) that Mrs Ansells decision along with her conservative colleagues was an absolutely deplorable act, then do please sign the petition below. It may force this ghastly bunch to do a u-turn and stop in its tracks a vicious attack on disabled people who are already trying their level best to get into employment. 

Thank you,


Petition: Reverse the ESA disability benefit cut
The House of Lords has been unable to stop a planned £30-a-week cut to disability benefits forced through by Government MPs. This will cripple those in receipt of these benefits, leaving many in literal poverty. The government must reverse this decision. Lives are at risk.
petition.parliament.uk

Petitions - UK Government and Parliament
petition.parliament.uk, pronunciation=SAVAGE CUT TO DISABILITY BENEFIT


Dear All

I've had sent to me a copy of Mrs Ansell's recent e-newsletter where she tries to defend her disgraceful vote to cut disabled people's income by almost a third. 

She says: ""I wanted to clarify some of the misinformation that has been circulating about a recent vote on disability benefit"" and then she goes onto repeat exactly the same government stance. 

What utter mealy-mouthed nonsense. 

Just to clarify the governments decision: From April next year  - all disabled people going onto Work Related ESA  WILL have almost a third of their weekly income cut.

Existing claimants will not be affected  - until, that is, they are reassessed!!!

ie: when their re-assessment comes up after April 2017 they will, as normal, put in a new claim for Work Related ESA but as a 'new' claimant will obviously be subject to the swingeing reduction in their income. That's the way the system works. Does Mrs Ansell think disabled people and their supporters in Eastbourne are so dim they don't know how the process pans out???

And this is supposed to 'encourage' disabled people to find work? I don't think so.

I also note the MP put in her latest e-newsletter why she voted against Sunday Trading. 

Now I knew the guy who led the backbench Tory opposition to the gov's attempts to extend Sunday Trading; its David Burrows MP. He has often emphasised his very deeply held Christian beliefs, which is why he is against extending Sunday trading (I am as well as it happens, but more because I think the supermarkets will just abuse their staff)

His strong Christian beliefs are shared by Mrs Ansell who writes about them and how much they mean to her as a politician. 

I respect that.

However, from a Christian perspective I'd just like to ask them both a hypothetical question: 'if Jesus were 'forced' to choose between slashing vulnerable, disabled people's income by almost 30% or to, regretfully, allow more shopping on a Sunday, which scenario do you think he'd believe was the lesser of two evils?

Which option - Caroline & David - do you think would cause less pain, less fear and hurt to your fellow human being?

Only asking......


So folks, If you agree with me (and many others) that Mrs Ansells decision along with her conservative colleagues was an absolutely deplorable act, then do please sign the petition below. It may force this ghastly bunch to do a u-turn and stop in its tracks a vicious attack on disabled people who are already trying their level best to get into employment. 

Thank you,


Petition: Reverse the ESA disability benefit cut
The House of Lords has been unable to stop a planned £30-a-week cut to disability benefits forced through by Government MPs. This will cripple those in receipt of these benefits, leaving many in literal poverty. The government must reverse this decision. Lives are at risk.
petition.parliament.uk

Petitions - UK Government and Parliament
petition.parliament.uk)",Petitions - UK Government and Parliament
1632026600406302_1718761051732856,"Translated(src=en, dest=en, text=Dear All.  The government’s latest appalling cut – by almost 30% - of the benefit for people on work related ESA, is simply wicked.  

A slashing of a third of someone's weekly income at a stroke.

For those of you who do not know the detail, this benefit is paid to people who have a disability but are trying to find work. A group who surely to god we should be 'supporting' to help find a job - not punishing them for their efforts.

Just imagine how totally demoralising; actually how out and out cruel such an action is? And all from a conservative gov who lead the 5th richest economy in the world. 

See the indie article below. Says it all really.....

http://www.independent.co.uk/news/uk/politics/esa-wrag-disability-benefit-cut-disabled-mps-vote-tories-iain-duncan-smith-a6918556.html, pronunciation=Dear All.  The government’s latest appalling cut – by almost 30% - of the benefit for people on work related ESA, is simply wicked.  

A slashing of a third of someone's weekly income at a stroke.

For those of you who do not know the detail, this benefit is paid to people who have a disability but are trying to find work. A group who surely to god we should be 'supporting' to help find a job - not punishing them for their efforts.

Just imagine how totally demoralising; actually how out and out cruel such an action is? And all from a conservative gov who lead the 5th richest economy in the world. 

See the indie article below. Says it all really.....

http://www.independent.co.uk/news/uk/politics/esa-wrag-disability-benefit-cut-disabled-mps-vote-tories-iain-duncan-smith-a6918556.html)",These are all the MPs who voted to force through a £30-a-week cut to disability benefits
